Wellhead Temp. (C),Wellhead Press (psi),MMCFD- gas,BOPD (barrel of oil produced per day),BWPD (barrel of water produced per day),BSW - basic solid and water (%),CO2 mol. (%) @ 25 C & 1 Atm.,Gas Grav.,CR-corrosion defect 
62.29,1168.0,11.65,260.16,8306.33,78.48,1.5651,0.8892,0.0391
58.39,1650.84,2.92,1117.68,1514.01,85.52,3.1766,0.7379,0.0461
59.84,1972.03,4.44,129.47,7202.17,57.92,0.9535,0.8511,0.1221
41.63,1277.14,10.37,275.56,6904.14,19.59,4.1772,0.8277,0.3672
61.62,1525.17,2.19,984.56,1619.44,28.92,0.7805,0.9312,0.1901
63.8,2299.26,4.28,1661.59,1916.5,81.31,1.8799,0.7693,0.3153
58.28,2317.23,3.95,1785.6,2574.55,64.16,3.3954,0.921,0.2655
42.22,1913.76,16.12,1213.19,1114.85,3.21,1.7775,0.7263,0.3267
63.13,1354.5,2.41,747.03,7460.22,4.57,0.7789,0.7899,0.0786
64.13,2058.81,2.53,1307.94,5815.68,21.06,4.1099,0.7434,0.4052
60.13,1866.18,9.86,140.24,6825.13,41.14,2.5294,0.8787,0.194
47.4,2132.88,11.05,796.1,8781.34,6.95,3.5159,0.7745,0.1084
64.2,870.71,11.75,1596.52,1763.77,6.39,3.7048,0.8845,0.016
48.32,1519.05,14.14,183.79,8766.57,56.47,1.8115,0.7234,0.0491
72.47,395.05,12.17,871.88,8528.18,55.98,1.4794,0.7952,0.1801
61.62,1525.17,2.19,984.56,1619.44,28.92,0.7805,0.9312,0.1901
52.66,1174.92,0.84,924.46,6157.33,57.61,4.0096,0.833,0.0553
62.2,468.31,0.28,1984.12,9267.91,17.72,2.8096,0.7435,0.2966
50.94,2240.19,6.72,647.65,5117.86,63.31,2.5736,0.7396,0.3453
65.62,1288.47,2.09,1719.14,1577.26,7.64,3.1566,0.8041,0.2189
44.8,1622.26,2.06,1450.64,7863.33,5.27,3.8233,0.7258,0.2391
66.48,1818.58,9.99,682.84,7574.8,36.32,1.8927,0.8148,0.335
68.14,825.02,8.36,496.92,3154.97,61.02,3.1912,0.9147,0.1351
69.97,601.76,13.58,1108.59,9291.77,29.86,3.9407,0.8603,0.1142
50.94,2240.19,6.72,647.65,5117.86,63.31,2.5736,0.7396,0.3453
71.33,1448.03,2.88,1484.29,231.0,46.82,3.6421,0.8217,0.0833
66.34,2015.57,10.02,1426.04,4271.01,52.83,1.9202,0.837,0.053
63.39,1718.45,16.26,1193.84,1568.24,49.53,1.6094,0.9163,0.0602
69.7,2309.11,13.58,371.06,3835.64,62.49,1.7425,0.8465,0.1939
64.42,1993.15,5.14,292.3,3817.28,67.7,2.7553,0.8515,0.3464
61.92,2092.3,6.17,2086.64,9314.26,74.92,0.9643,0.8611,0.3444
42.89,1168.89,13.59,787.55,3932.57,19.76,2.2591,0.7281,0.2863
59.74,1930.84,16.96,1486.35,4202.83,3.7,2.3477,0.8946,0.1137
66.46,1040.12,9.97,1129.93,4098.33,38.9,2.3368,0.8718,0.1763
71.18,927.34,3.33,1386.49,6820.49,21.79,1.9065,0.7336,0.3081
64.09,2011.01,5.56,1389.55,5549.71,39.07,1.3949,0.7502,0.1632
50.28,1848.25,7.53,1696.62,2042.42,59.32,3.4361,0.7471,0.3678
51.5,1715.7,4.62,521.13,1341.31,26.3,3.5668,0.8206,0.1451
68.77,1739.43,14.26,1617.36,2367.53,18.58,2.2343,0.8146,0.1152
65.59,2196.76,14.83,924.67,658.18,67.77,3.0498,0.8979,0.2688
59.91,2133.8,8.21,475.66,3007.55,49.98,1.5793,0.9241,0.0581
51.01,1482.56,3.66,357.79,3904.64,74.19,2.9011,0.7892,0.2599
63.8,2299.26,4.28,1661.59,1916.5,81.31,1.8799,0.7693,0.3153
73.01,1256.75,4.31,299.34,4444.55,64.23,1.3651,0.8103,0.1449
63.18,1882.19,6.87,1568.01,1387.85,78.0,4.2618,0.8995,0.3523
49.55,1309.51,7.11,528.47,515.59,38.68,2.8746,0.7797,0.1632
52.66,1174.92,0.84,924.46,6157.33,57.61,4.0096,0.833,0.0553
69.37,816.24,13.02,1607.37,8337.96,26.74,3.1904,0.843,0.3053
59.84,1972.03,4.44,129.47,7202.17,57.92,0.9535,0.8511,0.1221
58.56,1719.63,13.42,2087.43,55.28,14.43,4.263,0.762,0.2187
45.7,1344.31,10.0,1341.75,3067.41,22.71,2.6811,0.7194,0.2124
65.92,1579.85,5.92,503.63,422.89,28.3,3.3535,0.9197,0.3834
62.44,1759.9,4.36,1122.43,9098.5,55.4,1.0849,0.7398,0.1985
51.6,936.71,13.89,632.06,2956.61,24.38,4.1054,0.7903,0.2239
52.97,1598.2,13.73,1624.13,964.31,85.11,4.0609,0.7791,0.3593
41.07,1956.4,6.83,200.97,4043.4,5.53,3.6614,0.8262,0.3523
49.18,2187.48,2.71,1038.49,3749.13,3.01,3.9599,0.8234,0.1234
59.6,2170.54,4.87,1542.79,8850.68,21.41,2.4242,0.7939,0.3314
67.65,987.99,13.89,1106.11,2134.02,47.03,2.2749,0.9199,0.3775
64.93,1397.75,5.04,1639.18,3132.28,23.56,2.0979,0.8144,0.396
67.15,1667.86,16.52,1128.13,2523.74,75.02,0.7811,0.8528,0.0499
66.72,1468.95,0.28,327.7,1160.36,67.22,3.3854,0.8859,0.2655
65.68,1462.8,2.78,539.19,1133.33,85.55,1.5126,0.8781,0.3281
67.95,941.06,8.64,1302.73,7533.88,31.62,1.6544,0.7874,0.3603
66.76,997.29,4.96,1265.3,435.83,20.01,1.3458,0.8583,0.1455
67.4,1771.97,16.16,1233.2,2526.88,7.04,1.5625,0.8376,0.3377
59.06,1504.21,4.11,1532.37,8120.79,20.49,2.2848,0.842,0.0294
41.29,1377.9,15.39,902.62,782.01,40.05,1.3085,0.7331,0.3544
66.72,2305.97,14.9,211.59,2511.9,18.05,3.2229,0.8763,0.0836
66.9,1537.04,11.81,1432.65,7300.19,16.33,2.0667,0.792,0.3899
53.37,1743.41,1.97,1055.9,1596.67,80.97,2.0525,0.714,0.2549
52.71,2009.21,12.81,695.03,540.71,14.04,3.0474,0.7897,0.1722
61.23,1247.95,7.34,1375.09,7200.98,54.42,0.8193,0.8818,0.1465
62.9,1874.52,16.51,2082.66,675.4,10.5,3.021,0.8429,0.2937
66.72,2305.97,14.9,211.59,2511.9,18.05,3.2229,0.8763,0.0836
62.94,1379.82,11.16,698.72,6817.39,23.43,2.1398,0.9002,0.312
50.92,1810.29,6.07,877.64,5503.97,1.24,3.4552,0.7515,0.3033
68.1,1000.12,10.65,928.1,6300.24,48.47,2.9994,0.8981,0.3664
62.13,616.54,3.01,634.56,3697.13,83.62,3.6765,0.9205,0.1152
50.94,2240.19,6.72,647.65,5117.86,63.31,2.5736,0.7396,0.3453
59.76,1869.52,2.79,439.61,6073.16,15.93,3.8375,0.7137,0.0337
51.6,936.71,13.89,632.06,2956.61,24.38,4.1054,0.7903,0.2239
42.22,1913.76,16.12,1213.19,1114.85,3.21,1.7775,0.7263,0.3267
63.13,499.27,3.96,1677.15,6693.85,81.42,1.4484,0.836,0.3364
64.09,2011.01,5.56,1389.55,5549.71,39.07,1.3949,0.7502,0.1632
59.6,2170.54,4.87,1542.79,8850.68,21.41,2.4242,0.7939,0.3314
71.64,940.18,11.49,1637.77,5559.94,78.9,2.6978,0.9102,0.1975
46.73,712.55,0.75,626.41,7858.41,18.02,3.7482,0.7318,0.1887
58.19,1610.73,1.0,781.36,3089.37,72.44,3.4925,0.8203,0.3313
61.35,1650.71,7.87,1895.26,3034.71,9.86,2.4773,0.8306,0.2218
65.04,1496.1,8.48,324.23,7665.46,75.68,1.6262,0.8288,0.2027
72.1,396.73,16.19,1677.21,621.97,13.62,3.8906,0.9103,0.2276
50.91,1947.62,2.6,595.57,4577.01,57.86,2.9841,0.7867,0.2883
49.89,2021.2,12.8,816.97,4176.02,72.97,4.2546,0.7696,0.1046
64.62,1974.29,14.47,2084.36,1776.2,61.06,1.8219,0.9004,0.3526
63.31,2123.06,3.02,1312.97,7691.87,65.61,3.1973,0.7565,0.0009
71.53,929.44,16.99,2061.14,5568.5,27.43,1.782,0.8003,0.2754
59.06,1504.21,4.11,1532.37,8120.79,20.49,2.2848,0.842,0.0294
66.39,2249.31,0.91,130.92,2501.24,49.66,3.227,0.8311,0.2911
62.02,1161.25,0.59,779.59,3257.15,26.33,2.0335,0.886,0.0386
63.4,688.72,3.73,1225.05,6326.49,21.28,2.6818,0.854,0.3226
56.02,2312.74,2.63,1981.11,1451.77,9.03,2.7956,0.8028,0.1081
52.86,1869.11,4.32,1452.12,40.61,62.4,2.5569,0.7465,0.3754
62.9,1874.52,16.51,2082.66,675.4,10.5,3.021,0.8429,0.2937
73.46,1582.86,15.43,2060.9,5703.45,65.61,0.687,0.7526,0.257
71.18,927.34,3.33,1386.49,6820.49,21.79,1.9065,0.7336,0.3081
60.87,1459.18,6.15,953.41,2655.54,11.47,4.2195,0.8612,0.0616
42.72,1899.77,14.89,1437.66,4176.87,49.46,3.9529,0.7561,0.1687
51.82,2047.49,1.82,1397.45,479.31,67.74,2.2359,0.7408,0.3721
45.7,1344.31,10.0,1341.75,3067.41,22.71,2.6811,0.7194,0.2124
67.21,1340.54,10.36,1209.46,123.96,20.47,2.1917,0.8877,0.398
59.77,1723.01,10.44,2038.31,120.68,72.9,1.767,0.8881,0.2616
62.79,1894.34,0.82,986.57,2986.18,33.42,1.1207,0.7819,0.0115
46.76,820.87,13.42,1153.26,4243.64,88.69,2.7607,0.7224,0.3795
49.99,936.17,9.34,370.15,6699.73,72.13,3.7614,0.8043,0.1405
67.57,1581.25,1.7,1890.7,2216.91,16.61,2.4956,0.7526,0.3367
64.2,1883.15,6.56,516.85,3275.38,77.36,2.1252,0.8687,0.293
67.65,987.99,13.89,1106.11,2134.02,47.03,2.2749,0.9199,0.3775
61.23,1247.95,7.34,1375.09,7200.98,54.42,0.8193,0.8818,0.1465
60.03,1100.49,3.49,388.56,9186.01,46.83,4.1784,0.7743,0.0618
62.79,1894.34,0.82,986.57,2986.18,33.42,1.1207,0.7819,0.0115
73.38,1912.11,13.68,1900.75,3009.75,75.55,1.6362,0.8358,0.0977
70.95,1584.06,10.49,371.71,595.58,76.0,4.0374,0.9311,0.0814
67.9,932.0,2.71,639.49,1749.23,56.31,3.4639,0.9041,0.358
66.09,2104.48,13.24,581.49,3757.23,21.31,4.1116,0.8898,0.2161
73.46,1582.86,15.43,2060.9,5703.45,65.61,0.687,0.7526,0.257
60.03,1100.49,3.49,388.56,9186.01,46.83,4.1784,0.7743,0.0618
67.4,1771.97,16.16,1233.2,2526.88,7.04,1.5625,0.8376,0.3377
66.24,1510.37,3.79,289.57,966.75,15.27,0.8745,0.8885,0.1834
48.17,1836.49,15.16,300.05,3099.48,55.39,3.5601,0.8649,0.2749
72.2,1690.42,13.4,1435.35,1376.26,51.78,0.7487,0.7928,0.1669
49.99,936.17,9.34,370.15,6699.73,72.13,3.7614,0.8043,0.1405
70.66,1030.58,3.38,1746.19,3838.25,25.39,3.1029,0.7782,0.3008
71.99,989.73,15.23,385.4,8280.56,69.85,1.5789,0.8351,0.1306
54.44,1913.5,5.42,1097.63,2801.02,61.08,3.5289,0.8106,0.0144
52.43,1320.05,12.89,830.54,6383.1,27.74,3.7864,0.7163,0.116
62.02,1867.97,2.2,674.91,1895.97,55.07,1.5399,0.8718,0.2628
64.28,1067.15,6.88,1370.42,7620.98,83.17,2.2258,0.9,0.1482
41.29,1377.9,15.39,902.62,782.01,40.05,1.3085,0.7331,0.3544
41.29,1377.9,15.39,902.62,782.01,40.05,1.3085,0.7331,0.3544
67.97,1605.73,14.73,1052.67,4935.54,10.8,3.2064,0.8352,0.0123
61.11,2042.39,4.99,442.51,4551.56,88.32,2.431,0.8729,0.3803
55.19,1641.6,5.11,1592.81,3196.83,82.86,3.9951,0.7304,0.0066
66.01,1914.51,1.49,565.07,463.15,5.5,1.0842,0.8348,0.0438
58.19,1610.73,1.0,781.36,3089.37,72.44,3.4925,0.8203,0.3313
59.6,2170.54,4.87,1542.79,8850.68,21.41,2.4242,0.7939,0.3314
69.27,1516.68,8.79,807.8,1583.91,70.52,0.8584,0.8417,0.284
67.65,987.99,13.89,1106.11,2134.02,47.03,2.2749,0.9199,0.3775
61.11,2042.39,4.99,442.51,4551.56,88.32,2.431,0.8729,0.3803
52.66,1174.92,0.84,924.46,6157.33,57.61,4.0096,0.833,0.0553
48.32,1519.05,14.14,183.79,8766.57,56.47,1.8115,0.7234,0.0491
55.23,2164.85,0.54,1375.82,6891.05,37.45,2.3807,0.7325,0.3068
67.57,1604.28,9.24,1795.34,3022.33,16.49,2.847,0.8053,0.3583
52.78,1676.32,1.58,647.15,4290.88,42.98,3.9323,0.8216,0.3597
41.3,977.09,5.78,866.38,235.16,32.33,3.9955,0.8503,0.1437
41.26,2292.52,10.36,194.25,2874.33,66.83,2.9432,0.8684,0.2076
72.7,1209.24,5.93,1496.02,3411.83,17.74,2.3435,0.7729,0.1257
73.01,1256.75,4.31,299.34,4444.55,64.23,1.3651,0.8103,0.1449
59.74,1930.84,16.96,1486.35,4202.83,3.7,2.3477,0.8946,0.1137
42.03,1132.67,6.81,872.9,3158.02,22.23,3.2233,0.7806,0.0037
73.01,1256.75,4.31,299.34,4444.55,64.23,1.3651,0.8103,0.1449
71.74,866.52,15.86,842.7,6935.44,68.74,2.4168,0.9081,0.2178
73.39,858.7,1.06,527.73,5638.43,48.97,3.8779,0.8402,0.3851
61.38,626.38,1.07,1481.64,8451.72,23.85,1.8926,0.8306,0.223
67.57,1581.25,1.7,1890.7,2216.91,16.61,2.4956,0.7526,0.3367
52.43,1320.05,12.89,830.54,6383.1,27.74,3.7864,0.7163,0.116
53.7,2127.37,1.22,1611.25,7509.23,36.9,2.4693,0.736,0.0255
62.15,1020.51,0.6,902.48,1250.29,79.87,2.8308,0.8911,0.116
61.11,2042.39,4.99,442.51,4551.56,88.32,2.431,0.8729,0.3803
54.76,1805.11,7.27,749.81,1056.15,80.99,3.352,0.8973,0.0036
64.1,2177.19,7.77,631.53,380.88,17.5,2.1774,0.8633,0.1271
65.92,762.98,6.99,810.38,1177.58,29.27,0.8938,0.9227,0.2845
63.26,1854.1,11.16,1631.66,352.33,16.36,1.3106,0.8304,0.0086
67.21,382.08,10.12,338.47,5116.18,8.73,3.115,0.9187,0.1169
68.53,1045.82,14.4,810.01,5990.46,31.82,3.2109,0.905,0.2543
56.81,2242.44,1.71,1470.6,5929.47,14.83,2.0084,0.7927,0.0031
71.08,1009.11,8.21,1964.79,8222.17,51.28,4.2409,0.9081,0.0472
59.76,1869.52,2.79,439.61,6073.16,15.93,3.8375,0.7137,0.0337
48.61,2288.13,15.0,1551.32,1227.3,69.33,3.4605,0.8137,0.0225
47.17,1599.25,12.28,990.58,1288.75,5.67,3.3752,0.8009,0.1568
68.77,1739.43,14.26,1617.36,2367.53,18.58,2.2343,0.8146,0.1152
55.19,1641.6,5.11,1592.81,3196.83,82.86,3.9951,0.7304,0.0066
52.43,1320.05,12.89,830.54,6383.1,27.74,3.7864,0.7163,0.116
63.8,2299.26,4.28,1661.59,1916.5,81.31,1.8799,0.7693,0.3153
62.08,1314.48,3.77,1851.74,7551.4,69.8,1.8533,0.8138,0.2215
62.13,616.54,3.01,634.56,3697.13,83.62,3.6765,0.9205,0.1152
48.17,1836.49,15.16,300.05,3099.48,55.39,3.5601,0.8649,0.2749
68.53,1045.82,14.4,810.01,5990.46,31.82,3.2109,0.905,0.2543
66.9,1537.04,11.81,1432.65,7300.19,16.33,2.0667,0.792,0.3899
69.33,2002.62,6.83,833.82,8885.31,77.69,3.3163,0.9183,0.3487
59.54,1310.14,0.84,1782.04,4321.82,13.29,3.5047,0.8175,0.2909
60.66,2200.0,12.06,240.5,3656.68,3.96,2.8043,0.9101,0.2825
61.38,626.38,1.07,1481.64,8451.72,23.85,1.8926,0.8306,0.223
50.28,1848.25,7.53,1696.62,2042.42,59.32,3.4361,0.7471,0.3678
57.87,2296.62,4.21,137.03,2811.85,23.91,3.0893,0.7655,0.1062
46.76,820.87,13.42,1153.26,4243.64,88.69,2.7607,0.7224,0.3795
60.13,1866.18,9.86,140.24,6825.13,41.14,2.5294,0.8787,0.194
45.08,562.06,3.3,643.99,3392.51,80.41,2.7281,0.7621,0.3063
67.54,699.02,6.44,170.41,4884.65,64.2,1.6333,0.8917,0.32
54.52,690.67,2.83,721.98,2919.52,50.15,4.1323,0.7598,0.0465
66.1,612.55,8.71,601.04,5973.52,8.46,2.8361,0.8809,0.2012
65.32,784.93,14.69,1009.34,7764.92,34.52,1.306,0.8758,0.3593
71.99,989.73,15.23,385.4,8280.56,69.85,1.5789,0.8351,0.1306
70.6,1960.97,7.96,899.7,2602.65,36.78,2.5358,0.8216,0.133
58.39,1650.84,2.92,1117.68,1514.01,85.52,3.1766,0.7379,0.0461
52.71,2009.21,12.81,695.03,540.71,14.04,3.0474,0.7897,0.1722
64.53,1392.21,4.68,635.27,8879.25,40.04,3.2478,0.8116,0.36
45.08,562.06,3.3,643.99,3392.51,80.41,2.7281,0.7621,0.3063
57.87,2296.62,4.21,137.03,2811.85,23.91,3.0893,0.7655,0.1062
41.26,2292.52,10.36,194.25,2874.33,66.83,2.9432,0.8684,0.2076
66.97,2036.34,15.26,700.38,7795.69,61.04,1.6463,0.9139,0.3991
60.13,1866.18,9.86,140.24,6825.13,41.14,2.5294,0.8787,0.194
72.7,1209.24,5.93,1496.02,3411.83,17.74,2.3435,0.7729,0.1257
66.76,997.29,4.96,1265.3,435.83,20.01,1.3458,0.8583,0.1455
73.66,1037.44,0.64,1201.83,4958.62,39.33,3.6512,0.778,0.0761
49.18,2187.48,2.71,1038.49,3749.13,3.01,3.9599,0.8234,0.1234
65.62,1288.47,2.09,1719.14,1577.26,7.64,3.1566,0.8041,0.2189
42.38,1951.49,7.82,597.24,3687.07,74.69,1.3834,0.7413,0.2056
63.26,1854.1,11.16,1631.66,352.33,16.36,1.3106,0.8304,0.0086
71.64,940.18,11.49,1637.77,5559.94,78.9,2.6978,0.9102,0.1975
65.68,1462.8,2.78,539.19,1133.33,85.55,1.5126,0.8781,0.3281
52.14,2040.67,13.07,1406.06,3173.87,3.21,2.9672,0.7311,0.2994
63.49,678.45,9.85,2034.2,2059.55,89.26,0.7368,0.8685,0.1123
64.13,2058.81,2.53,1307.94,5815.68,21.06,4.1099,0.7434,0.4052
62.68,1135.01,15.82,1852.27,6712.01,43.24,0.8533,0.9237,0.2361
64.09,2011.01,5.56,1389.55,5549.71,39.07,1.3949,0.7502,0.1632
61.94,555.47,8.44,1600.76,7134.43,38.3,2.4181,0.9285,0.2297
59.42,2115.28,15.19,1069.42,6438.83,5.33,2.6318,0.9007,0.2778
72.05,2026.61,17.54,191.77,7185.59,32.67,3.341,0.8637,0.2384
71.53,929.44,16.99,2061.14,5568.5,27.43,1.782,0.8003,0.2754
42.21,1546.96,16.8,1171.37,5546.93,28.8,3.2012,0.7488,0.1727
61.38,626.38,1.07,1481.64,8451.72,23.85,1.8926,0.8306,0.223
73.75,1085.45,9.97,533.28,8979.01,42.41,3.3891,0.8375,0.3159
71.53,929.44,16.99,2061.14,5568.5,27.43,1.782,0.8003,0.2754
70.1,652.4,11.76,338.44,2767.04,48.98,2.2199,0.9256,0.2614
61.11,2042.39,4.99,442.51,4551.56,88.32,2.431,0.8729,0.3803
73.01,1256.75,4.31,299.34,4444.55,64.23,1.3651,0.8103,0.1449
71.08,1009.11,8.21,1964.79,8222.17,51.28,4.2409,0.9081,0.0472
57.74,1546.39,1.86,2012.85,7105.89,44.39,3.7768,0.7615,0.2627
66.1,612.55,8.71,601.04,5973.52,8.46,2.8361,0.8809,0.2012
49.99,936.17,9.34,370.15,6699.73,72.13,3.7614,0.8043,0.1405
41.07,1956.4,6.83,200.97,4043.4,5.53,3.6614,0.8262,0.3523
52.71,2009.21,12.81,695.03,540.71,14.04,3.0474,0.7897,0.1722
63.18,1882.19,6.87,1568.01,1387.85,78.0,4.2618,0.8995,0.3523
48.61,2288.13,15.0,1551.32,1227.3,69.33,3.4605,0.8137,0.0225
62.94,1379.82,11.16,698.72,6817.39,23.43,2.1398,0.9002,0.312
42.21,1546.96,16.8,1171.37,5546.93,28.8,3.2012,0.7488,0.1727
45.27,948.74,3.9,480.06,6251.32,23.71,4.1899,0.7915,0.3997
68.77,1739.43,14.26,1617.36,2367.53,18.58,2.2343,0.8146,0.1152
73.75,1085.45,9.97,533.28,8979.01,42.41,3.3891,0.8375,0.3159
61.92,2092.3,6.17,2086.64,9314.26,74.92,0.9643,0.8611,0.3444
56.63,2178.24,6.29,1152.8,8609.06,6.83,3.5037,0.8717,0.3287
64.2,1883.15,6.56,516.85,3275.38,77.36,2.1252,0.8687,0.293
61.1,961.26,1.27,1659.98,2363.88,28.07,3.2005,0.8745,0.1771
51.6,936.71,13.89,632.06,2956.61,24.38,4.1054,0.7903,0.2239
64.93,1397.75,5.04,1639.18,3132.28,23.56,2.0979,0.8144,0.396
64.1,1287.87,9.66,1253.57,1826.84,31.24,2.5719,0.8805,0.0237
66.97,2036.34,15.26,700.38,7795.69,61.04,1.6463,0.9139,0.3991
52.3,399.8,14.35,424.61,187.8,43.75,3.6907,0.7521,0.2342
66.72,2305.97,14.9,211.59,2511.9,18.05,3.2229,0.8763,0.0836
52.14,2040.67,13.07,1406.06,3173.87,3.21,2.9672,0.7311,0.2994
61.11,2042.39,4.99,442.51,4551.56,88.32,2.431,0.8729,0.3803
58.77,1181.98,1.89,1519.22,1835.72,66.35,4.2519,0.8735,0.3425
48.39,1123.05,1.56,728.81,2622.99,82.53,4.1721,0.8719,0.2383
52.43,1320.05,12.89,830.54,6383.1,27.74,3.7864,0.7163,0.116
56.02,2312.74,2.63,1981.11,1451.77,9.03,2.7956,0.8028,0.1081
69.72,1753.95,6.91,621.62,5955.94,11.45,1.767,0.7654,0.124
52.43,1320.05,12.89,830.54,6383.1,27.74,3.7864,0.7163,0.116
62.79,1894.34,0.82,986.57,2986.18,33.42,1.1207,0.7819,0.0115
67.74,1824.78,12.2,1994.49,774.15,30.13,2.9341,0.8225,0.3726
66.97,2036.34,15.26,700.38,7795.69,61.04,1.6463,0.9139,0.3991
71.74,866.52,15.86,842.7,6935.44,68.74,2.4168,0.9081,0.2178
61.88,1686.65,1.98,758.13,2265.73,27.34,4.0476,0.8167,0.0411
69.7,2309.11,13.58,371.06,3835.64,62.49,1.7425,0.8465,0.1939
61.1,961.26,1.27,1659.98,2363.88,28.07,3.2005,0.8745,0.1771
45.69,1674.08,3.42,1312.84,3476.96,23.08,3.8039,0.794,0.0022
50.64,1520.8,11.5,264.16,460.78,17.57,4.2585,0.8725,0.3369
71.53,929.44,16.99,2061.14,5568.5,27.43,1.782,0.8003,0.2754
72.1,396.73,16.19,1677.21,621.97,13.62,3.8906,0.9103,0.2276
48.7,1298.57,16.91,1492.6,3155.0,41.9,4.2422,0.7561,0.2136
62.02,1161.25,0.59,779.59,3257.15,26.33,2.0335,0.886,0.0386
64.2,870.71,11.75,1596.52,1763.77,6.39,3.7048,0.8845,0.016
71.33,1448.03,2.88,1484.29,231.0,46.82,3.6421,0.8217,0.0833
55.92,2182.01,8.98,1587.3,589.94,67.92,1.9142,0.717,0.0589
66.01,1914.51,1.49,565.07,463.15,5.5,1.0842,0.8348,0.0438
67.15,1667.86,16.52,1128.13,2523.74,75.02,0.7811,0.8528,0.0499
65.66,1490.75,12.69,1003.77,7564.86,34.31,2.754,0.9164,0.3131
65.22,2086.47,2.58,1143.21,7797.39,49.31,3.5119,0.7355,0.1722
59.37,1841.74,9.26,1663.3,9042.61,9.34,1.5966,0.9034,0.3291
46.73,712.55,0.75,626.41,7858.41,18.02,3.7482,0.7318,0.1887
43.95,1879.46,10.52,517.26,567.07,16.05,2.003,0.7576,0.3743
52.55,2097.23,3.87,500.73,7018.71,71.64,2.3926,0.7428,0.2763
73.38,1912.11,13.68,1900.75,3009.75,75.55,1.6362,0.8358,0.0977
59.74,1930.84,16.96,1486.35,4202.83,3.7,2.3477,0.8946,0.1137
42.22,1913.76,16.12,1213.19,1114.85,3.21,1.7775,0.7263,0.3267
69.37,816.24,13.02,1607.37,8337.96,26.74,3.1904,0.843,0.3053
60.66,2200.0,12.06,240.5,3656.68,3.96,2.8043,0.9101,0.2825
67.57,1604.28,9.24,1795.34,3022.33,16.49,2.847,0.8053,0.3583
56.27,1613.28,4.99,392.29,8568.67,71.69,3.8541,0.721,0.386
49.57,1723.08,14.77,1192.42,3474.09,3.93,3.1818,0.7636,0.1704
53.7,2127.37,1.22,1611.25,7509.23,36.9,2.4693,0.736,0.0255
56.27,1613.28,4.99,392.29,8568.67,71.69,3.8541,0.721,0.386
59.77,1723.01,10.44,2038.31,120.68,72.9,1.767,0.8881,0.2616
67.57,1581.25,1.7,1890.7,2216.91,16.61,2.4956,0.7526,0.3367
67.9,932.0,2.71,639.49,1749.23,56.31,3.4639,0.9041,0.358
53.37,1743.41,1.97,1055.9,1596.67,80.97,2.0525,0.714,0.2549
71.23,1172.95,0.93,1305.15,1212.97,5.87,3.8647,0.8278,0.1814
64.53,1392.21,4.68,635.27,8879.25,40.04,3.2478,0.8116,0.36
61.88,1686.65,1.98,758.13,2265.73,27.34,4.0476,0.8167,0.0411
67.21,1340.54,10.36,1209.46,123.96,20.47,2.1917,0.8877,0.398
47.4,2132.88,11.05,796.1,8781.34,6.95,3.5159,0.7745,0.1084
68.26,568.19,4.67,1381.38,585.66,23.17,2.0838,0.8788,0.3882
66.72,1468.95,0.28,327.7,1160.36,67.22,3.3854,0.8859,0.2655
72.2,1690.42,13.4,1435.35,1376.26,51.78,0.7487,0.7928,0.1669
58.28,2317.23,3.95,1785.6,2574.55,64.16,3.3954,0.921,0.2655
66.1,612.55,8.71,601.04,5973.52,8.46,2.8361,0.8809,0.2012
56.63,2178.24,6.29,1152.8,8609.06,6.83,3.5037,0.8717,0.3287
70.6,1960.97,7.96,899.7,2602.65,36.78,2.5358,0.8216,0.133
68.71,508.17,10.62,1482.24,5147.53,87.63,3.1177,0.9197,0.3641
60.49,2231.32,11.13,649.43,883.99,84.07,3.9449,0.8882,0.3157
60.03,1100.49,3.49,388.56,9186.01,46.83,4.1784,0.7743,0.0618
59.37,1841.74,9.26,1663.3,9042.61,9.34,1.5966,0.9034,0.3291
44.7,639.77,2.18,1464.37,1358.57,56.97,3.4715,0.7663,0.326
72.16,1888.91,13.19,1025.23,3410.71,39.87,2.4332,0.8615,0.3764
59.62,1056.34,16.83,1585.83,7017.74,2.26,3.1142,0.9283,0.0986
68.14,825.02,8.36,496.92,3154.97,61.02,3.1912,0.9147,0.1351
67.57,1604.28,9.24,1795.34,3022.33,16.49,2.847,0.8053,0.3583
51.6,936.71,13.89,632.06,2956.61,24.38,4.1054,0.7903,0.2239
41.07,1956.4,6.83,200.97,4043.4,5.53,3.6614,0.8262,0.3523
61.69,822.91,9.55,553.94,8578.58,12.58,4.2399,0.9035,0.2955
60.87,1459.18,6.15,953.41,2655.54,11.47,4.2195,0.8612,0.0616
44.7,639.77,2.18,1464.37,1358.57,56.97,3.4715,0.7663,0.326
71.64,940.18,11.49,1637.77,5559.94,78.9,2.6978,0.9102,0.1975
64.92,1637.3,5.4,840.81,6472.76,21.32,3.0083,0.7993,0.2491
68.77,1739.43,14.26,1617.36,2367.53,18.58,2.2343,0.8146,0.1152
49.46,2011.79,5.69,1053.85,799.61,48.36,4.2311,0.8877,0.2986
71.08,1009.11,8.21,1964.79,8222.17,51.28,4.2409,0.9081,0.0472
67.54,699.02,6.44,170.41,4884.65,64.2,1.6333,0.8917,0.32
62.44,1759.9,4.36,1122.43,9098.5,55.4,1.0849,0.7398,0.1985
